id,file,side,step_length,stride_length,speed,gc_dur,stance,cadence,hs1_sec,hs2_sec,to_sec,start_frame,hs1_frame,hs2_frame,to_frame,slope,condition,height,weight,age
22,22_2F_3,Left,0.7191429596671314,1.4670837165564643,1.3385800333544386,1.096,0.5985401459854015,111.68127410778172,0.084,1.18,0.74,20,21,295,185,-12,self-selected,179.0,85.0,37
22,22_2F_3,Right,0.7051926973938886,1.4243274745803065,1.3386536415228445,1.064,0.6165413533834586,113.8968381099216,0.628,1.692,1.284,20,157,423,321,-12,self-selected,179.0,85.0,37
22,22_2K_2,Left,0.6646726345854027,1.385526431626278,1.1662680400894598,1.188,0.6060606060606062,105.27901821776668,0.084,1.272,0.804,20,21,318,201,-12,constant,179.0,85.0,37
22,22_2K_2,Right,0.6861127287119373,1.3507676166853455,1.144718319224869,1.1800000000000002,0.6169491525423727,100.10468583265212,0.672,1.852,1.4,20,168,463,350,-12,constant,179.0,85.0,37
22,22_3F_2,Left,0.6609820105229437,1.3951326389333492,1.241221209015435,1.124,0.612099644128114,112.670649662622,0.096,1.22,0.784,23,24,305,196,-6,self-selected,179.0,85.0,37
22,22_3F_2,Right,0.6521903814262213,1.3131514275654383,1.1641413364941828,1.128,0.6276595744680851,107.09829856261464,0.656,1.784,1.364,23,164,446,341,-6,self-selected,179.0,85.0,37
22,22_3K_1,Left,0.6956003838430591,1.4233860819937445,1.1591091872913226,1.228,0.6058631921824105,99.98061078294404,0.088,1.316,0.832,21,22,329,208,-6,constant,179.0,85.0,37
22,22_3K_1,Right,0.7550847650156522,1.4506351056156297,1.192956501328643,1.216,0.625,94.7938475201984,0.696,1.912,1.456,21,174,478,364,-6,constant,179.0,85.0,37
22,22_4F_3,Left,0.7865631879934569,1.5225581200438223,1.330907447590754,1.144,0.6188811188811189,101.52324450773752,0.052,1.196,0.76,12,13,299,190,0,self-selected,179.0,85.0,37
22,22_4F_3,Right,0.7312820397064211,1.5178365156214129,1.3267801709977385,1.144,0.6188811188811189,108.85924436462716,0.612,1.756,1.32,12,153,439,330,0,self-selected,179.0,85.0,37
22,22_4K_3,Left,0.7066554045556718,1.4395545338458744,1.172275679027585,1.228,0.6254071661237786,99.53442694729132,0.084,1.312,0.852,20,21,328,213,0,constant,179.0,85.0,37
22,22_4K_3,Right,0.7501781526534849,1.456832253467918,1.1636040363162286,1.252,0.6070287539936102,93.0662162474659,0.696,1.948,1.456,20,174,487,364,0,constant,179.0,85.0,37
23,23_1F_3,Left,0.817438730015976,1.6208997683855144,1.6539793554954227,0.98,0.5877551020408164,121.4020790619816,0.088,1.068,0.664,21,22,267,166,-18,self-selected,180.0,83.0,28
23,23_1F_3,Right,0.697107043744422,1.5145280496619569,1.6043729339639372,0.944,0.6101694915254237,138.0883709347923,0.58,1.524,1.156,21,145,381,289,-18,self-selected,180.0,83.0,28
23,23_1K_1,Left,0.5951508895801566,1.250894381249895,1.1800890389149954,1.0599999999999998,0.6150943396226416,118.97040494192768,0.084,1.144,0.736,19,21,286,184,-18,constant,180.0,83.0,28
23,23_1K_1,Right,0.617078488246105,1.2122151604893583,1.161125632652642,1.044,0.6360153256704981,112.89898981436136,0.612,1.656,1.276,19,153,414,319,-18,constant,180.0,83.0,28
23,23_2F_1,Left,0.7102790015970252,1.426293977035216,1.42061153091157,1.004,0.5976095617529881,120.00452169224198,0.092,1.096,0.692,21,23,274,173,-12,self-selected,180.0,83.0,28
23,23_2F_1,Right,0.7046485547730391,1.4149114636549258,1.392629393361147,1.016,0.6299212598425197,118.5807634680838,0.576,1.592,1.216,21,144,398,304,-12,self-selected,180.0,83.0,28
23,23_2K_2,Left,0.6785855773233999,1.3475604670340982,1.203178988423302,1.12,0.6285714285714287,106.38413446708653,0.088,1.208,0.792,21,22,302,198,-12,constant,180.0,83.0,28
23,23_2K_2,Right,0.6882670316048574,1.3668479455388198,1.2798201737254866,1.068,0.6404494382022472,111.56892150489467,0.652,1.72,1.336,21,163,430,334,-12,constant,180.0,83.0,28
23,23_3F_1,Left,0.7434258360251292,1.5930340124672262,1.4274498319598805,1.116,0.5985663082437277,115.20582923983528,0.096,1.212,0.764,22,24,303,191,-6,self-selected,180.0,83.0,28
23,23_3F_1,Right,0.7206416078041276,1.4640584400958354,1.3165993166329455,1.112,0.6151079136690647,109.61892588839812,0.652,1.764,1.336,22,163,441,334,-6,self-selected,180.0,83.0,28
23,23_3K_2,Left,0.6778501491493281,1.411420586502865,1.172276234636931,1.204,0.6312292358803987,103.76419355588422,0.088,1.292,0.848,21,22,323,212,-6,constant,180.0,83.0,28
23,23_3K_2,Right,0.6977729108456661,1.375616042841335,1.1349967350176036,1.2119999999999995,0.636963696369637,97.5959413765757,0.684,1.896,1.456,21,171,474,364,-6,constant,180.0,83.0,28
23,23_4F_1,Left,0.7093425297967592,1.4188272884221167,1.3235329183042135,1.0719999999999998,0.6305970149253732,111.9515209683056,0.08,1.152,0.756,18,20,288,189,0,self-selected,180.0,83.0,28
23,23_4F_1,Right,0.7491745637859478,1.4585070418575643,1.293002696682238,1.128,0.6170212765957447,103.55418556775813,0.612,1.74,1.308,18,153,435,327,0,self-selected,180.0,83.0,28
23,23_4K_3,Left,0.6915005017815772,1.378646403458597,1.1226762243148185,1.228,0.6384364820846906,97.41218305025345,0.088,1.316,0.872,21,22,329,218,0,constant,180.0,83.0,28
